Duration,Distance,OriginalPace,HeartRate,Cadence,PowerOriginal,CalculatedPace,CalculatedStrideLength,CalculatedAerobicEfficiencyPace,CalculatedAerobicEfficiencyPower,CalculatedEfficiencyIndex,
1,0.11178,,101,0,0,,0,,,,
1,0.11178,,101,0,0,,0,,,,
1,0.11178,,100,0,0,,0,,,,
1,0.11178,,100,0,0,,0,,,,
1,0.11178,,102,0,0,,0,,,,
1,0.11178,,105,0,0,,0,,,,
1,0.11178,,106,0,0,,0,,,,
1,0.11178,,107,0,0,,0,,,,
1,0.11178,,107,0,0,,0,,,,
1,0.11178,,103,0,0,,0,,,,
1,0.11178,,101,0,0,,0,,,,
1,0.11178,,96,0,0,,0,,,,
1,0.11178,,95,0,0,,0,,,,
1,0.11178,,95,0,0,,0,,,,
1,0.11178,,96,0,0,,0,,,,
1,0.11178,,98,0,0,,0,,,,
1,0.11178,,99,0,0,,0,,,,
1,0.11178,,101,0,0,,0,,,,
1,0.11178,,100,0,0,,0,,,,
1,0.11178,,99,0,0,,0,,,,
1,0.11178,,98,0,0,,0,,,,
1,0.11178,,94,0,0,,0,,,,
1,0.11178,,94,0,0,,0,,,,
1,0.11178,,97,0,0,,0,,,,
1,0.11178,,101,0,0,,0,,,,
1,0.11178,,103,0,0,,0,,,,
1,0.1119,66667,105,0,0,,0,0.01,,,
1,0.11665,912,107,0,0,,0,0.48,,,
1,0.11968,288,109,0,0,,0,1.5,,,
1,0.12606,178,109,0,0,,0,2.42,,,
1,0.1331,152,107,0,0,,0,2.89,,,
1,0.1405,149,105,24,186,,839,3,1.77,2.165,
1,0.14598,151,104,87,139,,228,2.99,1.34,2.859,
1,0.15236,149,105,99,127,,203,3,1.21,3.171,
1,0.1592,148,108,99,144,,205,2.94,1.33,2.815,
1,0.16717,145,110,97,172,,213,2.95,1.56,2.406,
1,0.17354,145,112,93,180,,222,2.89,1.61,2.299,
1,0.18054,146,114,91,163,,226,2.82,1.43,2.521,
1,0.18835,149,116,91,138,,221,2.72,1.19,2.918,
1,0.19435,151,117,90,123,,221,2.66,1.05,3.23,
1,0.19985,152,118,89,118,,222,2.62,1,3.345,
1,0.20621,153,119,88,116,,223,2.58,0.97,3.381,
1,0.21234,153,119,86,117,,228,2.58,0.98,3.352,
1,0.21796,153,120,86,122,,228,2.56,1.02,3.214,
1,0.22739,149,120,87,146,,231,2.63,1.22,2.758,
1,0.23376,151,120,88,151,,226,2.59,1.26,2.631,
1,0.23978,152,120,88,130,,224,2.58,1.08,3.036,
1,0.24525,152,121,87,121,,227,2.56,1,3.262,
1,0.252,151,122,87,126,,228,2.55,1.03,3.154,
1,0.26006,152,122,88,135,,224,2.53,1.11,2.924,
1,0.26643,152,122,88,134,,224,2.53,1.1,2.946,
1,0.27281,154,123,87,124,,224,2.48,1.01,3.142,
1,0.27918,154,123,86,119,,227,2.48,0.97,3.274,
1,0.28555,154,124,86,123,,227,2.46,0.99,3.168,
1,0.29215,154,125,86,128,,227,2.44,1.02,3.044,
1,0.29911,155,126,86,129,,225,2.41,1.02,3.001,
1,0.30527,155,127,86,127,,225,2.39,1,3.048,
1,0.31059,156,128,86,126,,224,2.35,0.98,3.053,
1,0.31704,157,129,85,127,,225,2.32,0.98,3.009,
1,0.32459,156,130,84,129,,229,2.32,0.99,2.982,
1,0.33096,153,130,85,137,,231,2.36,1.05,2.862,
1,0.33733,150,131,86,153,,233,2.39,1.17,2.614,
1,0.34359,151,132,87,161,,228,2.36,1.22,2.468,
1,0.34965,152,132,87,156,,227,2.34,1.18,2.53,
1,0.35705,155,133,87,141,,222,2.28,1.06,2.745,
1,0.36243,155,133,86,128,,225,2.28,0.96,3.024,
1,0.37,153,132,86,132,,228,2.33,1,2.971,
1,0.37637,153,133,86,139,,228,2.31,1.05,2.821,
1,0.38274,152,133,86,144,,229,2.32,1.08,2.741,
1,0.38978,153,133,86,144,,228,2.31,1.08,2.723,
1,0.39718,152,133,87,142,,227,2.32,1.07,2.78,
1,0.40266,152,133,87,143,,227,2.32,1.08,2.76,
1,0.40903,152,134,87,141,,227,2.31,1.05,2.8,
1,0.41542,152,135,86,140,,229,2.29,1.04,2.82,
1,0.42179,153,135,87,137,,225,2.28,1.01,2.862,
1,0.42873,154,136,87,132,,224,2.24,0.97,2.952,
1,0.43628,152,136,86,133,,229,2.27,0.98,2.968,
1,0.44191,150,136,86,153,,233,2.3,1.13,2.614,
1,0.44894,152,137,87,156,,227,2.26,1.14,2.53,
1,0.45446,153,138,87,140,,225,2.23,1.01,2.801,
1,0.46061,154,139,87,130,,224,2.2,0.94,2.997,
1,0.46609,154,139,86,126,,227,2.2,0.91,3.092,
1,0.47563,154,139,86,129,,227,2.2,0.93,3.02,
1,0.48171,153,139,86,134,,228,2.21,0.96,2.927,
1,0.48731,152,140,86,137,,229,2.21,0.98,2.881,
1,0.49439,151,140,86,142,,231,2.22,1.01,2.798,
1,0.49986,150,140,87,147,,230,2.24,1.05,2.721,
1,0.50635,153,140,88,142,,223,2.19,1.01,2.762,
1,0.51345,156,141,87,128,,221,2.14,0.91,3.005,
1,0.52103,159,141,86,103,,219,2.1,0.73,3.664,
1,0.52695,160,142,84,93,,223,2.07,0.65,4.032,
1,0.53149,161,142,83,99,,225,2.06,0.7,3.764,
1,0.54016,157,142,83,123,,230,2.11,0.87,3.107,
1,0.54617,157,142,83,144,,230,2.11,1.01,2.654,
1,0.55136,157,142,83,136,,230,2.11,0.96,2.81,
1,0.55591,156,142,84,129,,229,2.12,0.91,2.982,
1,0.56439,157,142,85,124,,225,2.11,0.87,3.082,
1,0.57075,157,142,85,120,,225,2.11,0.85,3.185,
1,0.57713,158,143,84,123,,226,2.08,0.86,3.087,
1,0.5835,158,143,83,125,,229,2.08,0.87,3.038,
1,0.5893,158,144,83,126,,229,2.07,0.88,3.014,
1,0.59384,156,144,84,130,,229,2.09,0.9,2.959,
1,0.60171,157,144,84,135,,227,2.08,0.94,2.831,
1,0.60979,156,145,85,131,,226,2.08,0.9,2.936,
1,0.61617,157,145,84,121,,227,2.06,0.83,3.158,
1,0.62254,157,145,84,119,,227,2.06,0.82,3.211,
1,0.62892,158,145,84,122,,226,2.05,0.84,3.113,
1,0.63528,159,146,84,124,,225,2.02,0.85,3.043,
1,0.64165,158,145,84,125,,226,2.05,0.86,3.038,
1,0.64765,158,146,83,124,,229,2.04,0.85,3.062,
1,0.65313,158,145,83,125,,229,2.05,0.86,3.038,
1,0.6595,158,145,84,125,,226,2.05,0.86,3.038,
1,0.66588,158,145,84,125,,226,2.05,0.86,3.038,
1,0.67225,157,144,84,126,,227,2.08,0.88,3.033,
1,0.67861,156,144,84,130,,229,2.09,0.9,2.959,
1,0.68499,156,144,84,132,,229,2.09,0.92,2.914,
1,0.69203,155,143,85,129,,228,2.12,0.9,3.001,
1,0.69942,154,143,85,129,,229,2.13,0.9,3.02,
1,0.70492,153,143,86,136,,228,2.15,0.95,2.884,
1,0.7113,156,143,86,137,,224,2.11,0.96,2.807,
1,0.71766,156,143,86,128,,224,2.11,0.9,3.005,
1,0.72403,155,143,85,127,,228,2.12,0.89,3.048,
1,0.7304,156,142,85,139,,226,2.12,0.98,2.767,
1,0.73677,156,140,85,139,,226,2.15,0.99,2.767,
1,0.74279,155,139,85,132,,228,2.18,0.95,2.933,
1,0.7486,154,137,84,130,,232,2.23,0.95,2.997,
1,0.75671,154,136,85,131,,229,2.24,0.96,2.974,
1,0.76307,154,137,86,131,,227,2.23,0.96,2.974,
1,0.76941,153,137,86,129,,228,2.24,0.94,3.04,
1,0.77582,152,138,86,129,,229,2.24,0.93,3.06,
1,0.78167,151,139,86,131,,231,2.24,0.94,3.033,
1,0.78622,151,139,86,134,,231,2.24,0.96,2.965,
1,0.7956,148,139,87,146,,233,2.28,1.05,2.777,
1,0.80092,148,139,88,163,,230,2.28,1.17,2.487,
1,0.80725,149,139,89,163,,226,2.27,1.17,2.47,
1,0.81501,148,139,89,152,,228,2.28,1.09,2.667,
1,0.82213,148,140,89,146,,228,2.27,1.04,2.777,
1,0.82967,150,142,89,140,,225,2.21,0.99,2.857,
1,0.83604,150,143,89,132,,225,2.19,0.92,3.03,
1,0.84307,150,143,89,132,,225,2.19,0.92,3.03,
1,0.85049,150,143,88,136,,227,2.19,0.95,2.941,
1,0.85598,151,143,88,138,,226,2.18,0.97,2.879,
1,0.86233,149,143,88,141,,229,2.21,0.99,2.856,
1,0.86914,148,142,88,152,,230,2.24,1.07,2.667,
1,0.87715,150,142,89,159,,225,2.21,1.12,2.516,
1,0.88304,152,142,88,150,,224,2.18,1.06,2.632,
1,0.88759,154,142,87,134,,224,2.15,0.94,2.908,
1,0.89626,156,142,86,121,,224,2.12,0.85,3.179,
1,0.90227,156,141,85,121,,226,2.14,0.86,3.179,
1,0.90776,151,141,85,136,,234,2.21,0.96,2.922,
1,0.91454,149,141,87,168,,231,2.24,1.19,2.397,
1,0.92257,149,141,88,184,,229,2.24,1.3,2.189,
1,0.92894,150,141,89,165,,225,2.22,1.17,2.424,
1,0.93531,150,141,88,146,,227,2.22,1.04,2.74,
1,0.94229,150,141,88,141,,227,2.22,1,2.837,
1,0.9501,150,141,87,136,,230,2.22,0.96,2.941,
1,0.95611,150,142,87,127,,230,2.21,0.89,3.15,
1,0.96161,150,142,88,124,,227,2.21,0.87,3.226,
1,0.96797,150,143,88,129,,227,2.19,0.9,3.101,
1,0.97482,152,143,88,132,,224,2.16,0.92,2.99,
1,0.98279,152,144,87,130,,227,2.15,0.9,3.036,
1,0.98915,152,143,87,130,,227,2.16,0.91,3.036,
1,0.99552,151,144,87,134,,228,2.16,0.93,2.965,
1,1.0013,151,143,87,136,,228,2.18,0.95,2.922,
1,1.00585,151,144,88,137,,226,2.16,0.95,2.9,
1,1.01547,152,144,87,137,,227,2.15,0.95,2.881,
1,1.02161,152,144,87,140,,227,2.15,0.97,2.82,
1,1.02701,152,144,87,139,,227,2.15,0.97,2.84,
1,1.03511,148,144,87,148,,233,2.21,1.03,2.739,
1,1.04301,135,144,85,236,,261,2.42,1.64,1.883,
1,1.0496,128,144,81,363,,289,2.55,2.52,1.291,
1,1.05666,124,143,82,417,,295,2.65,2.92,1.16,
1,1.06375,123,144,85,388,,287,2.65,2.69,1.257,
1,1.07385,120,145,86,329,,291,2.7,2.27,1.52,
1,1.08234,118,146,88,312,,289,2.73,2.14,1.63,
1,1.09134,117,147,90,317,,285,2.73,2.16,1.618,
1,1.10138,116,148,90,310,,287,2.74,2.09,1.669,
1,1.10988,114,149,92,324,,286,2.77,2.17,1.624,
1,1.11794,114,150,93,316,,283,2.75,2.11,1.666,
1,1.12522,115,151,94,278,,278,2.71,1.84,1.877,
1,1.13407,116,152,93,242,,278,2.67,1.59,2.137,
1,1.14428,116,154,92,226,,281,2.63,1.47,2.289,
1,1.15277,114,155,92,253,,286,2.66,1.63,2.08,
1,1.16126,113,156,93,288,,285,2.67,1.85,1.844,
1,1.1695,113,157,94,290,,282,2.65,1.85,1.831,
1,1.17709,112,157,95,284,,282,2.67,1.81,1.886,
1,1.18835,112,158,95,276,,282,2.66,1.75,1.941,
1,1.19564,113,159,95,261,,279,2.62,1.64,2.034,
1,1.2045,113,159,95,251,,279,2.62,1.58,2.115,
1,1.21469,113,160,95,253,,279,2.6,1.58,2.099,
1,1.22287,113,160,95,255,,279,2.6,1.59,2.082,
1,1.23012,113,161,95,253,,279,2.58,1.57,2.099,
1,1.24075,114,161,94,252,,280,2.56,1.57,2.089,
1,1.25073,115,162,94,241,,278,2.52,1.49,2.165,
1,1.25877,116,162,93,231,,278,2.5,1.43,2.239,
1,1.26606,116,163,93,230,,278,2.49,1.41,2.249,
1,1.27431,118,163,92,226,,276,2.44,1.39,2.25,
1,1.28139,118,164,91,221,,279,2.43,1.35,2.301,
1,1.29154,118,164,90,220,,282,2.43,1.34,2.311,
1,1.30003,119,164,91,215,,277,2.41,1.31,2.345,
1,1.30852,121,165,90,200,,275,2.35,1.21,2.479,
1,1.31701,120,165,89,199,,281,2.37,1.21,2.513,
1,1.32471,120,165,88,215,,284,2.37,1.3,2.326,
1,1.33077,119,164,88,227,,286,2.41,1.38,2.221,
1,1.34291,118,164,89,238,,286,2.43,1.45,2.136,
1,1.35139,118,165,90,244,,282,2.41,1.48,2.084,
1,1.3599,117,165,91,242,,282,2.43,1.47,2.119,
1,1.36839,118,165,90,238,,282,2.41,1.44,2.136,
1,1.37687,118,166,90,233,,282,2.4,1.4,2.182,
1,1.38536,118,166,91,234,,279,2.4,1.41,2.173,
1,1.39338,118,167,91,232,,279,2.39,1.39,2.192,
1,1.4007,119,167,91,220,,277,2.37,1.32,2.292,
1,1.40919,118,167,90,221,,282,2.39,1.32,2.301,
1,1.41738,118,168,90,233,,282,2.37,1.39,2.182,
1,1.42462,119,168,90,231,,280,2.35,1.38,2.183,
1,1.43466,119,168,90,221,,280,2.35,1.32,2.281,
1,1.44377,119,168,90,216,,280,2.35,1.29,2.334,
1,1.45372,118,168,89,224,,286,2.37,1.33,2.27,
1,1.46173,118,168,90,237,,282,2.37,1.41,2.145,
1,1.46904,118,168,91,238,,279,2.37,1.42,2.136,
1,1.47754,119,168,91,227,,277,2.35,1.35,2.221,
1,1.48604,119,168,90,215,,280,2.35,1.28,2.345,
1,1.49453,118,168,90,232,,282,2.37,1.38,2.192,
1,1.50302,119,168,90,246,,280,2.35,1.46,2.05,
1,1.51151,120,169,90,225,,278,2.32,1.33,2.222,
1,1.52001,119,169,90,213,,280,2.34,1.26,2.367,
1,1.52801,120,169,90,217,,278,2.32,1.28,2.304,
1,1.53532,120,169,89,217,,281,2.32,1.28,2.304,
1,1.54382,120,169,88,222,,284,2.32,1.31,2.252,
1,1.55232,120,169,89,234,,281,2.32,1.38,2.137,
1,1.56082,119,170,89,239,,283,2.32,1.41,2.11,
1,1.56931,119,170,90,234,,280,2.32,1.38,2.155,
1,1.57737,120,170,90,228,,278,2.3,1.34,2.193,
1,1.58488,120,171,89,221,,281,2.29,1.29,2.262,
1,1.59488,119,171,89,219,,283,2.31,1.28,2.302,
1,1.60343,119,171,89,227,,283,2.31,1.33,2.221,
1,1.61053,119,171,90,238,,280,2.31,1.39,2.118,
1,1.61902,119,171,90,240,,280,2.31,1.4,2.101,
1,1.62762,119,171,89,236,,283,2.31,1.38,2.136,
1,1.63765,119,171,89,233,,283,2.31,1.36,2.164,
1,1.64615,120,172,90,218,,278,2.28,1.27,2.294,
1,1.65418,120,172,89,209,,281,2.28,1.22,2.392,
1,1.66125,119,171,89,217,,283,2.31,1.27,2.324,
1,1.66831,120,171,89,225,,281,2.29,1.32,2.222,
1,1.67846,120,171,89,220,,281,2.29,1.29,2.273,
1,1.68662,121,171,89,213,,279,2.27,1.25,2.328,
1,1.69392,121,171,89,217,,279,2.27,1.27,2.285,
1,1.70393,120,171,89,223,,281,2.29,1.3,2.242,
1,1.71199,121,171,88,228,,282,2.27,1.33,2.175,
1,1.71908,122,171,88,225,,279,2.25,1.32,2.186,
1,1.72615,121,171,88,225,,282,2.27,1.32,2.204,
1,1.73624,120,171,88,242,,284,2.29,1.42,2.066,
1,1.74423,119,171,89,265,,283,2.31,1.55,1.903,
1,1.7503,120,171,89,260,,281,2.29,1.52,1.923,
1,1.76136,120,171,89,239,,281,2.29,1.4,2.092,
1,1.76877,120,171,89,224,,281,2.29,1.31,2.232,
1,1.77871,120,171,89,229,,281,2.29,1.34,2.183,
1,1.78672,119,171,89,245,,283,2.31,1.43,2.058,
1,1.79405,119,171,89,251,,283,2.31,1.47,2.009,
1,1.80254,119,171,89,241,,283,2.31,1.41,2.092,
1,1.81103,119,171,90,235,,280,2.31,1.37,2.146,
1,1.81952,120,172,89,232,,281,2.28,1.35,2.155,
1,1.82801,119,172,89,234,,283,2.3,1.36,2.155,
1,1.8365,119,172,89,245,,283,2.3,1.42,2.058,
1,1.84565,118,172,89,253,,286,2.32,1.47,2.01,
1,1.85506,117,172,90,259,,285,2.34,1.51,1.98,
1,1.86239,117,173,91,260,,282,2.32,1.5,1.972,
1,1.87089,118,173,91,245,,279,2.3,1.42,2.075,
1,1.87938,117,174,91,233,,282,2.31,1.34,2.201,
1,1.88788,116,174,90,247,,287,2.33,1.42,2.094,
1,1.89637,117,174,91,252,,282,2.31,1.45,2.035,
1,1.90485,118,174,92,228,,276,2.29,1.31,2.23,
1,1.91403,117,174,91,219,,282,2.31,1.26,2.342,
1,1.92342,118,174,91,238,,279,2.29,1.37,2.136,
1,1.93074,118,175,90,240,,282,2.28,1.37,2.119,
1,1.93924,117,174,90,234,,285,2.31,1.34,2.192,
1,1.94773,117,174,91,241,,282,2.31,1.39,2.128,
1,1.95622,118,174,91,240,,279,2.29,1.38,2.119,
1,1.96432,118,174,91,227,,279,2.29,1.3,2.24,
1,1.97179,118,175,90,228,,282,2.28,1.3,2.23,
1,1.98091,117,174,90,242,,285,2.31,1.39,2.119,
1,1.98698,118,174,91,247,,279,2.29,1.42,2.059,
1,1.99742,119,174,91,235,,277,2.27,1.35,2.146,
1,2.00759,118,174,90,229,,282,2.29,1.32,2.22,
1,2.01608,118,174,90,236,,282,2.29,1.36,2.155,
1,2.02458,119,174,90,232,,280,2.27,1.33,2.173,
1,2.03307,119,174,90,231,,280,2.27,1.33,2.183,
1,2.04156,119,174,90,235,,280,2.27,1.35,2.146,
1,2.04958,119,174,90,231,,280,2.27,1.33,2.183,
1,2.05689,118,175,89,226,,286,2.28,1.29,2.25,
1,2.06538,118,175,90,231,,282,2.28,1.32,2.201,
1,2.07388,118,175,91,237,,279,2.28,1.35,2.145,
1,2.08235,117,175,89,237,,288,2.3,1.35,2.164,
1,2.09056,116,175,87,243,,297,2.32,1.39,2.129,
1,2.0982,117,175,88,249,,291,2.3,1.42,2.06,
1,2.10657,117,175,88,243,,291,2.3,1.39,2.11,
1,2.11793,116,176,88,234,,294,2.3,1.33,2.21,
1,2.12525,117,176,88,239,,291,2.28,1.36,2.146,
1,2.13327,117,176,87,233,,295,2.28,1.32,2.201,
1,2.13933,117,176,87,230,,295,2.28,1.31,2.23,
1,2.15038,117,176,88,228,,291,2.28,1.3,2.249,
1,2.15769,117,176,88,232,,291,2.28,1.32,2.21,
1,2.16831,118,176,88,238,,289,2.26,1.35,2.136,
1,2.17826,117,176,87,242,,295,2.28,1.38,2.119,
1,2.18593,117,177,86,251,,298,2.27,1.42,2.043,
1,2.192,117,176,87,250,,295,2.28,1.42,2.051,
1,2.20161,117,177,88,245,,291,2.27,1.38,2.093,
1,2.20768,117,177,88,244,,291,2.27,1.38,2.102,
1,2.21753,118,177,88,238,,289,2.25,1.34,2.136,
1,2.22756,119,178,87,220,,290,2.22,1.24,2.292,
1,2.23605,118,178,86,222,,296,2.24,1.25,2.29,
1,2.24523,118,178,87,236,,292,2.24,1.33,2.155,
1,2.25461,119,178,87,235,,290,2.22,1.32,2.146,
1,2.26195,120,177,87,225,,287,2.21,1.27,2.222,
1,2.27044,120,178,86,212,,291,2.2,1.19,2.358,
1,2.27894,120,177,85,212,,294,2.21,1.2,2.358,
1,2.28707,118,178,86,241,,296,2.24,1.35,2.11,
1,2.29444,118,178,86,261,,296,2.24,1.47,1.948,
1,2.30441,119,178,86,240,,293,2.22,1.35,2.101,
1,2.31244,119,178,86,215,,293,2.22,1.21,2.345,
1,2.31973,119,178,86,209,,293,2.22,1.17,2.412,
1,2.32798,120,178,86,220,,291,2.2,1.24,2.273,
1,2.3351,120,177,86,230,,291,2.21,1.3,2.174,
1,2.34522,119,177,86,235,,293,2.23,1.33,2.146,
1,2.35371,119,178,85,243,,297,2.22,1.37,2.075,
1,2.36219,119,178,85,246,,297,2.22,1.38,2.05,
1,2.37068,119,178,86,241,,293,2.22,1.35,2.092,
1,2.37871,120,178,86,233,,291,2.2,1.31,2.146,
1,2.38602,119,178,86,237,,293,2.22,1.33,2.127,
1,2.39451,120,178,85,240,,294,2.2,1.35,2.083,
1,2.40299,119,178,85,236,,297,2.22,1.33,2.136,
1,2.41149,119,177,86,241,,293,2.23,1.36,2.092,
1,2.42055,119,177,86,241,,293,2.23,1.36,2.092,
1,2.43056,119,178,86,235,,293,2.22,1.32,2.146,
1,2.43904,119,178,86,223,,293,2.22,1.25,2.261,
1,2.44705,119,178,85,217,,297,2.22,1.22,2.324,
1,2.45438,120,178,86,218,,291,2.2,1.22,2.294,
1,2.46287,120,178,86,218,,291,2.2,1.22,2.294,
1,2.47105,119,178,86,230,,293,2.22,1.29,2.192,
1,2.4783,119,178,85,247,,297,2.22,1.39,2.041,
1,2.48834,120,178,85,244,,294,2.2,1.37,2.049,
1,2.49683,119,178,86,239,,293,2.22,1.34,2.11,
1,2.50533,118,178,86,259,,296,2.24,1.46,1.963,
1,2.51333,118,179,87,264,,292,2.23,1.47,1.926,
1,2.52066,119,179,86,242,,293,2.21,1.35,2.083,
1,2.52915,119,179,86,228,,293,2.21,1.27,2.211,
1,2.53764,120,179,86,219,,291,2.19,1.22,2.283,
1,2.54613,119,179,86,221,,293,2.21,1.23,2.281,
1,2.55462,119,179,86,239,,293,2.21,1.34,2.11,
1,2.56284,118,178,86,249,,296,2.24,1.4,2.042,
1,2.57043,118,178,86,246,,296,2.24,1.38,2.067,
1,2.58167,118,178,86,238,,296,2.24,1.34,2.136,
1,2.58901,118,178,87,235,,292,2.24,1.32,2.164,
1,2.5975,118,178,87,235,,292,2.24,1.32,2.164,
1,2.60599,119,179,87,233,,290,2.21,1.3,2.164,
1,2.61448,118,179,86,246,,296,2.23,1.37,2.067,
1,2.62297,118,179,86,254,,296,2.23,1.42,2.002,
1,2.63147,118,179,87,248,,292,2.23,1.39,2.05,
1,2.6395,118,180,87,241,,292,2.21,1.34,2.11,
1,2.6468,118,180,87,234,,292,2.21,1.3,2.173,
1,2.65567,118,180,86,230,,296,2.21,1.28,2.211,
1,2.66586,118,180,86,231,,296,2.21,1.28,2.201,
1,2.67435,118,180,87,242,,292,2.21,1.34,2.101,
1,2.68284,118,180,87,247,,292,2.21,1.37,2.059,
1,2.69133,118,181,87,250,,292,2.2,1.38,2.034,
1,2.69981,119,181,86,243,,293,2.18,1.34,2.075,
1,2.70783,120,181,86,223,,291,2.16,1.23,2.242,
1,2.71515,119,181,86,221,,293,2.18,1.22,2.281,
1,2.72337,118,181,86,247,,296,2.2,1.36,2.059,
1,2.73051,118,180,87,265,,292,2.21,1.47,1.919,
1,2.74005,119,179,86,252,,293,2.21,1.41,2.001,
1,2.74612,119,179,86,236,,293,2.21,1.32,2.136,
1,2.75762,119,179,86,228,,293,2.21,1.27,2.211,
1,2.76677,118,180,86,236,,296,2.21,1.31,2.155,
1,2.77619,117,180,86,256,,298,2.23,1.42,2.003,
1,2.78325,117,180,87,266,,295,2.23,1.48,1.928,
1,2.79033,117,180,87,254,,295,2.23,1.41,2.019,
1,2.80049,118,180,87,232,,292,2.21,1.29,2.192,
1,2.80898,119,181,87,223,,290,2.18,1.23,2.261,
1,2.81748,119,181,87,218,,290,2.18,1.2,2.313,
1,2.82597,119,181,86,227,,293,2.18,1.25,2.221,
1,2.83445,118,181,86,242,,296,2.2,1.34,2.101,
1,2.84245,119,181,87,242,,290,2.18,1.34,2.083,
1,2.84954,118,181,87,237,,292,2.2,1.31,2.145,
1,2.85663,118,181,87,239,,292,2.2,1.32,2.128,
1,2.86725,118,181,86,242,,296,2.2,1.34,2.101,
1,2.87734,118,181,86,231,,296,2.2,1.28,2.201,
1,2.88583,118,181,87,229,,292,2.2,1.27,2.22,
1,2.89431,119,181,87,224,,290,2.18,1.24,2.251,
1,2.90281,120,180,86,212,,291,2.18,1.18,2.358,
1,2.91081,120,181,87,216,,287,2.16,1.19,2.315,
1,2.91813,121,181,87,220,,285,2.15,1.22,2.254,
1,2.92663,120,181,87,222,,287,2.16,1.23,2.252,
1,2.93513,119,181,87,233,,290,2.18,1.29,2.164,
1,2.94362,121,180,87,229,,285,2.16,1.27,2.165,
1,2.95211,121,180,88,208,,282,2.16,1.16,2.384,
1,2.96017,122,180,87,193,,283,2.14,1.07,2.548,
1,2.96772,122,180,86,191,,286,2.14,1.06,2.575,
1,2.97708,122,180,86,204,,286,2.14,1.13,2.411,
1,2.98442,121,180,86,216,,288,2.16,1.2,2.296,
1,2.99261,122,180,86,219,,286,2.14,1.22,2.246,
